,text,CaseFolding,TextClean,Tokenizing,Normalization,Stopwords
175,"Hi kak @rizkymutiara86, benar akun maribelajar sudah kami non aktifkan beberapa waktu yang lalu","hi kak @rizkymutiara86, benar akun maribelajar sudah kami non aktifkan beberapa waktu yang lalu",hi kak benar akun maribelajar sudah kami non aktifkan beberapa waktu yang lalu,"['hi', 'kak', 'benar', 'akun', 'maribelajar', 'sudah', 'kami', 'non', 'aktifkan', 'beberapa', 'waktu', 'yang', 'lalu']","['hi', 'kakak', 'benar', 'akun', 'maribelajar', 'sudah', 'kami', 'non', 'aktifkan', 'beberapa', 'waktu', 'yang', 'lalu']","['hi', 'kakak', 'akun', 'maribelajar', 'non', 'aktifkan']"
176,"@maribelajar_id baiklah, lalu untuk file2 yang kami simpan di situ bagaimana ya min, masih ada sertif yamg belum terunduh, soalnya tidak ada pemberitahuan akan di nonaktifkan, apakah bisa di bantu","@maribelajar_id baiklah, lalu untuk file2 yang kami simpan di situ bagaimana ya min, masih ada sertif yamg belum terunduh, soalnya tidak ada pemberitahuan akan di nonaktifkan, apakah bisa di bantu",baiklah lalu untuk file yang kami simpan di situ bagaimana ya min masih ada sertif yamg belum terunduh soalnya tidak ada pemberitahuan akan di nonaktifkan apakah bisa di bantu,"['baiklah', 'lalu', 'untuk', 'file', 'yang', 'kami', 'simpan', 'di', 'situ', 'bagaimana', 'ya', 'min', 'masih', 'ada', 'sertif', 'yamg', 'belum', 'terunduh', 'soalnya', 'tidak', 'ada', 'pemberitahuan', 'akan', 'di', 'nonaktifkan', 'apakah', 'bisa', 'di', 'bantu']","['baiklah', 'lalu', 'untuk', 'file', 'yang', 'kami', 'simpan', 'di', 'situ', 'bagaimana', 'ya', 'min', 'masih', 'ada', 'sertif', 'yamg', 'belum', 'terunduh', 'soalnya', 'tidak', 'ada', 'pemberitahuan', 'akan', 'di', 'nonaktifkan', 'apakah', 'bisa', 'di', 'bantu']","['baiklah', 'file', 'simpan', 'situ', 'min', 'sertif', 'yamg', 'terunduh', 'pemberitahuan', 'nonaktifkan', 'bantu']"
177,"@rizkymutiara86 hi kak mohon periksa dm kami, terkait sertifikat bisa diunduh tanpa harus signin terlebih dahulu","@rizkymutiara86 hi kak mohon periksa dm kami, terkait sertifikat bisa diunduh tanpa harus signin terlebih dahulu",hi kak mohon periksa dm kami terkait sertifikat bisa diunduh tanpa harus signin terlebih dahulu,"['hi', 'kak', 'mohon', 'periksa', 'dm', 'kami', 'terkait', 'sertifikat', 'bisa', 'diunduh', 'tanpa', 'harus', 'signin', 'terlebih', 'dahulu']","['hi', 'kakak', 'mohon', 'periksa', 'pesan', 'kami', 'terkait', 'sertifikat', 'bisa', 'diunduh', 'tanpa', 'harus', 'signin', 'terlebih', 'dahulu']","['hi', 'kakak', 'mohon', 'periksa', 'pesan', 'terkait', 'sertifikat', 'diunduh', 'signin']"
178,Untuk Mahasiswa apakah boleh ikut?,untuk mahasiswa apakah boleh ikut?,untuk mahasiswa apakah boleh ikut,"['untuk', 'mahasiswa', 'apakah', 'boleh', 'ikut']","['untuk', 'mahasiswa', 'apakah', 'boleh', 'ikut']",['mahasiswa']
179,"Hi kak @ir.vanm, diperbolehkan","hi kak @ir.vanm, diperbolehkan",hi kak diperbolehkan,"['hi', 'kak', 'diperbolehkan']","['hi', 'kakak', 'diperbolehkan']","['hi', 'kakak', 'diperbolehkan']"
180,Mau nanya apakah nanti ini mendapat kan sertifikat?,mau nanya apakah nanti ini mendapat kan sertifikat?,mau nanya apakah nanti ini mendapat kan sertifikat,"['mau', 'nanya', 'apakah', 'nanti', 'ini', 'mendapat', 'kan', 'sertifikat']","['mau', 'bertanya', 'apakah', 'nanti', 'ini', 'mendapat', 'kan', 'sertifikat']",['sertifikat']
181,"@michael_sinaga24 hallo kak, sertifikat akan diberikan bagi peserta yang mengikuti challenge","@michael_sinaga24 hallo kak, sertifikat akan diberikan bagi peserta yang mengikuti challenge",hallo kak sertifikat akan diberikan bagi peserta yang mengikuti challenge,"['hallo', 'kak', 'sertifikat', 'akan', 'diberikan', 'bagi', 'peserta', 'yang', 'mengikuti', 'challenge']","['hallo', 'kakak', 'sertifikat', 'akan', 'diberikan', 'bagi', 'peserta', 'yang', 'mengikuti', 'challenge']","['hallo', 'kakak', 'sertifikat', 'peserta', 'mengikuti', 'challenge']"
182,semoga lolos🙌🙌,semoga lolos🙌🙌,semoga lolos,"['semoga', 'lolos']","['semoga', 'lolos']","['semoga', 'lolos']"
183,@nurullfd_ sudah ada pengumuman ?,@nurullfd_ sudah ada pengumuman ?,sudah ada pengumuman,"['sudah', 'ada', 'pengumuman']","['sudah', 'ada', 'pengumuman']",['pengumuman']
184,@sitirosyadahnurlia apakah sudah ada kak?,@sitirosyadahnurlia apakah sudah ada kak?,apakah sudah ada kak,"['apakah', 'sudah', 'ada', 'kak']","['apakah', 'sudah', 'ada', 'kakak']",['kakak']
185,"@sndpf_ belum kak, sepertinya saya belum lolos. Soalnya yg lolos sudah dapet email","@sndpf_ belum kak, sepertinya saya belum lolos. soalnya yg lolos sudah dapet email",belum kak sepertinya saya belum lolos soalnya yg lolos sudah dapet email,"['belum', 'kak', 'sepertinya', 'saya', 'belum', 'lolos', 'soalnya', 'yg', 'lolos', 'sudah', 'dapet', 'email']","['belum', 'kakak', 'sepertinya', 'saya', 'belum', 'lolos', 'soalnya', 'yang', 'lolos', 'sudah', 'dapat', 'email']","['kakak', 'lolos', 'lolos', 'email']"
186,@sitirosyadahnurlia berapa hari emangnya setelah tes pengumannya,@sitirosyadahnurlia berapa hari emangnya setelah tes pengumannya,berapa hari emangnya setelah tes pengumannya,"['berapa', 'hari', 'emangnya', 'setelah', 'tes', 'pengumannya']","['berapa', 'hari', 'memangnya', 'setelah', 'tes', 'pengumannya']","['memangnya', 'tes', 'pengumannya']"
187,@sndpf_ aku tes tgl 23,@sndpf_ aku tes tgl 23,aku tes tgl,"['aku', 'tes', 'tgl']","['aku', 'tes', 'tanggal']","['tes', 'tanggal']"
188,"Permisi , untuk yg sudah lolos apa ad grup chat atau semacam nya?","permisi , untuk yg sudah lolos apa ad grup chat atau semacam nya?",permisi untuk yg sudah lolos apa ad grup chat atau semacam nya,"['permisi', 'untuk', 'yg', 'sudah', 'lolos', 'apa', 'ad', 'grup', 'chat', 'atau', 'semacam', 'nya']","['permisi', 'untuk', 'yang', 'sudah', 'lolos', 'apa', 'ada', 'kelompok', 'percakapan', 'atau', 'semacam', 'nya']","['permisi', 'lolos', 'kelompok', 'percakapan']"
189,@ndina_wt bantu jawab. belum ada kak.,@ndina_wt bantu jawab. belum ada kak.,bantu jawab belum ada kak,"['bantu', 'jawab', 'belum', 'ada', 'kak']","['bantu', 'jawab', 'belum', 'ada', 'kakak']","['bantu', 'kakak']"
190,@inesuci10 terimakasih infony,@inesuci10 terimakasih infony,terimakasih infony,"['terimakasih', 'infony']","['terimakasih', 'infony']","['terimakasih', 'infony']"
191,@ndina_wt mau nanya kak. kalo kita lolos apa kita harus buat rekening?,@ndina_wt mau nanya kak. kalo kita lolos apa kita harus buat rekening?,mau nanya kak kalo kita lolos apa kita harus buat rekening,"['mau', 'nanya', 'kak', 'kalo', 'kita', 'lolos', 'apa', 'kita', 'harus', 'buat', 'rekening']","['mau', 'bertanya', 'kakak', 'kalo', 'kita', 'lolos', 'apa', 'kita', 'harus', 'buat', 'rekening']","['kakak', 'lolos', 'rekening']"
192,"@ndina_wt halo kak mau tanya, kaka lolos di program studi independen yang mana kak kalo boleh tau?","@ndina_wt halo kak mau tanya, kaka lolos di program studi independen yang mana kak kalo boleh tau?",halo kak mau tanya kaka lolos di program studi independen yang mana kak kalo boleh tau,"['halo', 'kak', 'mau', 'tanya', 'kaka', 'lolos', 'di', 'program', 'studi', 'independen', 'yang', 'mana', 'kak', 'kalo', 'boleh', 'tau']","['halo', 'kakak', 'mau', 'tanya', 'kakak', 'lolos', 'di', 'program', 'studi', 'independen', 'yang', 'mana', 'kakak', 'kalo', 'boleh', 'tau']","['halo', 'kakak', 'kakak', 'lolos', 'program', 'studi', 'independen', 'kakak']"
193,Info selanjutnya buat yg lolos gimana ya kakk,info selanjutnya buat yg lolos gimana ya kakk,info selanjutnya buat yg lolos gimana ya kakk,"['info', 'selanjutnya', 'buat', 'yg', 'lolos', 'gimana', 'ya', 'kakk']","['info', 'selanjutnya', 'buat', 'yang', 'lolos', 'bagaimana', 'ya', 'kakak']","['info', 'lolos', 'kakak']"
194,parah bngt.. padahal udah milih ini tapi tiba tiba dikurangin.. gimana pertanggungjawaban nya? kita sudah menolak tmpt lain tapi knpa tbtb dikurangin setelah dinyatakan lolos???,parah bngt.. padahal udah milih ini tapi tiba tiba dikurangin.. gimana pertanggungjawaban nya? kita sudah menolak tmpt lain tapi knpa tbtb dikurangin setelah dinyatakan lolos???,parah bngt padahal udah milih ini tapi tiba tiba dikurangin gimana pertanggungjawaban nya kita sudah menolak tmpt lain tapi knpa tbtb dikurangin setelah dinyatakan lolos,"['parah', 'bngt', 'padahal', 'udah', 'milih', 'ini', 'tapi', 'tiba', 'tiba', 'dikurangin', 'gimana', 'pertanggungjawaban', 'nya', 'kita', 'sudah', 'menolak', 'tmpt', 'lain', 'tapi', 'knpa', 'tbtb', 'dikurangin', 'setelah', 'dinyatakan', 'lolos']","['parah', 'banget', 'padahal', 'sudah', 'memilih', 'ini', 'tapi', 'tiba', 'tiba', 'dikurangin', 'bagaimana', 'tanggungjawab', 'nya', 'kita', 'sudah', 'menolak', 'tmpt', 'lain', 'tapi', 'knpa', 'tibatiba', 'dikurangin', 'setelah', 'dinyatakan', 'lolos']","['parah', 'banget', 'memilih', 'dikurangin', 'tanggungjawab', 'menolak', 'tmpt', 'knpa', 'tibatiba', 'dikurangin', 'dinyatakan', 'lolos']"
195,@hy.haaan sama kita kak ;(,@hy.haaan sama kita kak ;(,sama kita kak,"['sama', 'kita', 'kak']","['sama', 'kita', 'kakak']",['kakak']
196,#REPORTMARIBELAJAR,#reportmaribelajar,,[],[],[]
197,@sndpf_ REPORTTTT SANGAT MENYUSAHKAN,@sndpf_ reportttt sangat menyusahkan,reportttt sangat menyusahkan,"['reportttt', 'sangat', 'menyusahkan']","['reportttt', 'sangat', 'menyusahkan']","['reportttt', 'menyusahkan']"
198,Parahh bgtttt iniii,parahh bgtttt iniii,parahh bgtttt iniii,"['parahh', 'bgtttt', 'iniii']","['parahh', 'banget', 'iniii']","['parahh', 'banget', 'iniii']"
199,"Hi admin,
Saya sedih dan kecewa dengan adanya pengurangan kuota ini. Saya sudah menolak tawaran lain dan sudah mengisi krs😭😭😭
Aku harap pengumuman ini dibatalkan dan menggunakan kembali rencana awal 😭😭
Terima kasih","hi admin,
saya sedih dan kecewa dengan adanya pengurangan kuota ini. saya sudah menolak tawaran lain dan sudah mengisi krs😭😭😭
aku harap pengumuman ini dibatalkan dan menggunakan kembali rencana awal 😭😭
terima kasih",hi admin saya sedih dan kecewa dengan adanya pengurangan kuota ini saya sudah menolak tawaran lain dan sudah mengisi krs aku harap pengumuman ini dibatalkan dan menggunakan kembali rencana awal terima kasih,"['hi', 'admin', 'saya', 'sedih', 'dan', 'kecewa', 'dengan', 'adanya', 'pengurangan', 'kuota', 'ini', 'saya', 'sudah', 'menolak', 'tawaran', 'lain', 'dan', 'sudah', 'mengisi', 'krs', 'aku', 'harap', 'pengumuman', 'ini', 'dibatalkan', 'dan', 'menggunakan', 'kembali', 'rencana', 'awal', 'terima', 'kasih']","['hi', 'admin', 'saya', 'sedih', 'dan', 'kecewa', 'dengan', 'adanya', 'pengurangan', 'kuota', 'ini', 'saya', 'sudah', 'menolak', 'tawaran', 'lain', 'dan', 'sudah', 'mengisi', 'krs', 'aku', 'harap', 'pengumuman', 'ini', 'dibatalkan', 'dan', 'menggunakan', 'kembali', 'rencana', 'awal', 'terima', 'kasih']","['hi', 'admin', 'sedih', 'kecewa', 'pengurangan', 'kuota', 'menolak', 'tawaran', 'mengisi', 'krs', 'harap', 'pengumuman', 'dibatalkan', 'rencana', 'terima', 'kasih']"
200,mohon di jawab. bagaimana ya ini jadinya yg udah lolos trs tbtb ga lolos itu jadi apa engga ya?,mohon di jawab. bagaimana ya ini jadinya yg udah lolos trs tbtb ga lolos itu jadi apa engga ya?,mohon di jawab bagaimana ya ini jadinya yg udah lolos trs tbtb ga lolos itu jadi apa engga ya,"['mohon', 'di', 'jawab', 'bagaimana', 'ya', 'ini', 'jadinya', 'yg', 'udah', 'lolos', 'trs', 'tbtb', 'ga', 'lolos', 'itu', 'jadi', 'apa', 'engga', 'ya']","['mohon', 'di', 'jawab', 'bagaimana', 'ya', 'ini', 'jadinya', 'yang', 'sudah', 'lolos', 'terus', 'tibatiba', 'tidak', 'lolos', 'itu', 'jadi', 'apa', 'tidak', 'ya']","['mohon', 'lolos', 'tibatiba', 'lolos']"
201,ada yg udah lolos gak??,ada yg udah lolos gak??,ada yg udah lolos gak,"['ada', 'yg', 'udah', 'lolos', 'gak']","['ada', 'yang', 'sudah', 'lolos', 'tidak']",['lolos']
202,@sitirosyadahnurlia lolos gak kak?,@sitirosyadahnurlia lolos gak kak?,lolos gak kak,"['lolos', 'gak', 'kak']","['lolos', 'tidak', 'kakak']","['lolos', 'kakak']"
203,@ariizky13 belum rezekinya kak😁,@ariizky13 belum rezekinya kak😁,belum rezekinya kak,"['belum', 'rezekinya', 'kak']","['belum', 'rezekinya', 'kakak']","['rezekinya', 'kakak']"
204,@umamiiiiii_ izin tanya ka dapet email lolos nya waktu kapan ya?,@umamiiiiii_ izin tanya ka dapet email lolos nya waktu kapan ya?,izin tanya ka dapet email lolos nya waktu kapan ya,"['izin', 'tanya', 'ka', 'dapet', 'email', 'lolos', 'nya', 'waktu', 'kapan', 'ya']","['izin', 'tanya', 'kakak', 'dapat', 'email', 'lolos', 'nya', 'waktu', 'kapan', 'ya']","['izin', 'kakak', 'email', 'lolos']"
205,@sopia.ulum kak tesnya tanggal berapa?,@sopia.ulum kak tesnya tanggal berapa?,kak tesnya tanggal berapa,"['kak', 'tesnya', 'tanggal', 'berapa']","['kakak', 'tesnya', 'tanggal', 'berapa']","['kakak', 'tesnya', 'tanggal']"
206,"@yunita.nuf tanggal 23 Juli ka, sampe sekarang belum ada info","@yunita.nuf tanggal 23 juli ka, sampe sekarang belum ada info",tanggal juli ka sampe sekarang belum ada info,"['tanggal', 'juli', 'ka', 'sampe', 'sekarang', 'belum', 'ada', 'info']","['tanggal', 'juli', 'kakak', 'sampai', 'sekarang', 'belum', 'ada', 'info']","['tanggal', 'juli', 'kakak', 'info']"
207,"@sopia.ulum aku kemarin tanggal 2 Agustus kak, blum ada info juga","@sopia.ulum aku kemarin tanggal 2 agustus kak, blum ada info juga",aku kemarin tanggal agustus kak blum ada info juga,"['aku', 'kemarin', 'tanggal', 'agustus', 'kak', 'blum', 'ada', 'info', 'juga']","['aku', 'kemarin', 'tanggal', 'agustus', 'kakak', 'belum', 'ada', 'info', 'juga']","['kemarin', 'tanggal', 'agustus', 'kakak', 'info']"
208,"Pagi min, saya belum menerima email masuk, Telegram. Mengapa ya min? Saya sudah mengisi Formulir LOA","pagi min, saya belum menerima email masuk, telegram. mengapa ya min? saya sudah mengisi formulir loa",pagi min saya belum menerima email masuk telegram mengapa ya min saya sudah mengisi formulir loa,"['pagi', 'min', 'saya', 'belum', 'menerima', 'email', 'masuk', 'telegram', 'mengapa', 'ya', 'min', 'saya', 'sudah', 'mengisi', 'formulir', 'loa']","['pagi', 'min', 'saya', 'belum', 'menerima', 'email', 'masuk', 'telegram', 'mengapa', 'ya', 'min', 'saya', 'sudah', 'mengisi', 'formulir', 'loa']","['pagi', 'min', 'menerima', 'email', 'masuk', 'telegram', 'min', 'mengisi', 'formulir', 'loa']"
209,"Ijin bertanya, kan kemarin tanggal 9 sudah mengisi LoA dan survey kebhinekaan. Lalu untuk pengumuman selanjutnya apakah sudah ada?","ijin bertanya, kan kemarin tanggal 9 sudah mengisi loa dan survey kebhinekaan. lalu untuk pengumuman selanjutnya apakah sudah ada?",ijin bertanya kan kemarin tanggal sudah mengisi loa dan survey kebhinekaan lalu untuk pengumuman selanjutnya apakah sudah ada,"['ijin', 'bertanya', 'kan', 'kemarin', 'tanggal', 'sudah', 'mengisi', 'loa', 'dan', 'survey', 'kebhinekaan', 'lalu', 'untuk', 'pengumuman', 'selanjutnya', 'apakah', 'sudah', 'ada']","['izin', 'bertanya', 'kan', 'kemarin', 'tanggal', 'sudah', 'mengisi', 'loa', 'dan', 'survey', 'kebhinekaan', 'lalu', 'untuk', 'pengumuman', 'selanjutnya', 'apakah', 'sudah', 'ada']","['izin', 'kemarin', 'tanggal', 'mengisi', 'loa', 'survey', 'kebhinekaan', 'pengumuman']"
210,Hallo min @maribelajar_id izin bertanya bagi mahasiswa yang sudah lolos apakah tidak digabungkan dalam 1 grup?? Karna program sudah mulai berjalan hari ini. Namun tidak ada arahan yang didapat. Mohon dibalas yaa,hallo min @maribelajar_id izin bertanya bagi mahasiswa yang sudah lolos apakah tidak digabungkan dalam 1 grup?? karna program sudah mulai berjalan hari ini. namun tidak ada arahan yang didapat. mohon dibalas yaa,hallo min izin bertanya bagi mahasiswa yang sudah lolos apakah tidak digabungkan dalam grup karna program sudah mulai berjalan hari ini namun tidak ada arahan yang didapat mohon dibalas yaa,"['hallo', 'min', 'izin', 'bertanya', 'bagi', 'mahasiswa', 'yang', 'sudah', 'lolos', 'apakah', 'tidak', 'digabungkan', 'dalam', 'grup', 'karna', 'program', 'sudah', 'mulai', 'berjalan', 'hari', 'ini', 'namun', 'tidak', 'ada', 'arahan', 'yang', 'didapat', 'mohon', 'dibalas', 'yaa']","['hallo', 'min', 'izin', 'bertanya', 'bagi', 'mahasiswa', 'yang', 'sudah', 'lolos', 'apakah', 'tidak', 'digabungkan', 'dalam', 'kelompok', 'karena', 'program', 'sudah', 'mulai', 'berjalan', 'hari', 'ini', 'namun', 'tidak', 'ada', 'arahan', 'yang', 'didapat', 'mohon', 'dibalas', 'iya']","['hallo', 'min', 'izin', 'mahasiswa', 'lolos', 'digabungkan', 'kelompok', 'program', 'berjalan', 'arahan', 'mohon', 'dibalas', 'iya']"
211,"Halo admin @maribelajar_id , untuk program studi idependen cloud administrator apakah tidak ada grub tele/wa/ms team nya? Di akun kampus merdeka saya seharusnya ini sudah mulai kegiatan, jadi buat laporan harian saya hari ini bagaimana? Coba chat wa ga dibales😔","halo admin @maribelajar_id , untuk program studi idependen cloud administrator apakah tidak ada grub tele/wa/ms team nya? di akun kampus merdeka saya seharusnya ini sudah mulai kegiatan, jadi buat laporan harian saya hari ini bagaimana? coba chat wa ga dibales😔",halo admin untuk program studi idependen cloud administrator apakah tidak ada grub telewams team nya di akun kampus merdeka saya seharusnya ini sudah mulai kegiatan jadi buat laporan harian saya hari ini bagaimana coba chat wa ga dibales,"['halo', 'admin', 'untuk', 'program', 'studi', 'idependen', 'cloud', 'administrator', 'apakah', 'tidak', 'ada', 'grub', 'telewams', 'team', 'nya', 'di', 'akun', 'kampus', 'merdeka', 'saya', 'seharusnya', 'ini', 'sudah', 'mulai', 'kegiatan', 'jadi', 'buat', 'laporan', 'harian', 'saya', 'hari', 'ini', 'bagaimana', 'coba', 'chat', 'wa', 'ga', 'dibales']","['halo', 'admin', 'untuk', 'program', 'studi', 'idependen', 'cloud', 'administrator', 'apakah', 'tidak', 'ada', 'grub', 'telewams', 'team', 'nya', 'di', 'akun', 'kampus', 'merdeka', 'saya', 'seharusnya', 'ini', 'sudah', 'mulai', 'kegiatan', 'jadi', 'buat', 'laporan', 'harian', 'saya', 'hari', 'ini', 'bagaimana', 'coba', 'percakapan', 'wa', 'tidak', 'dibales']","['halo', 'admin', 'program', 'studi', 'idependen', 'cloud', 'administrator', 'grub', 'telewams', 'team', 'akun', 'kampus', 'merdeka', 'kegiatan', 'laporan', 'harian', 'coba', 'percakapan', 'wa', 'dibales']"
212,"Ini maribelajar kok ga ada respon, lari dari tanggung jawab apa gimana sih. Kalau ga niat ikut program kampusmerdeka mending gausah join dari awal. Kasian loh ini mahasiswa digantungin","ini maribelajar kok ga ada respon, lari dari tanggung jawab apa gimana sih. kalau ga niat ikut program kampusmerdeka mending gausah join dari awal. kasian loh ini mahasiswa digantungin",ini maribelajar kok ga ada respon lari dari tanggung jawab apa gimana sih kalau ga niat ikut program kampusmerdeka mending gausah join dari awal kasian loh ini mahasiswa digantungin,"['ini', 'maribelajar', 'kok', 'ga', 'ada', 'respon', 'lari', 'dari', 'tanggung', 'jawab', 'apa', 'gimana', 'sih', 'kalau', 'ga', 'niat', 'ikut', 'program', 'kampusmerdeka', 'mending', 'gausah', 'join', 'dari', 'awal', 'kasian', 'loh', 'ini', 'mahasiswa', 'digantungin']","['ini', 'maribelajar', 'kok', 'tidak', 'ada', 'respon', 'lari', 'dari', 'tanggung', 'jawab', 'apa', 'bagaimana', 'sih', 'kalau', 'tidak', 'niat', 'ikut', 'program', 'kampusmerdeka', 'mending', 'jangan', 'gabung', 'dari', 'awal', 'kasihan', 'loh', 'ini', 'mahasiswa', 'digantungin']","['maribelajar', 'respon', 'lari', 'tanggung', 'niat', 'program', 'kampusmerdeka', 'mending', 'gabung', 'kasihan', 'mahasiswa', 'digantungin']"
213,siang admin @maribelajar_id ini untuk yang sudah lolos studi independen microsoft application maker apakah tidak ada grup untuk diberikan informasi?,siang admin @maribelajar_id ini untuk yang sudah lolos studi independen microsoft application maker apakah tidak ada grup untuk diberikan informasi?,siang admin ini untuk yang sudah lolos studi independen microsoft application maker apakah tidak ada grup untuk diberikan informasi,"['siang', 'admin', 'ini', 'untuk', 'yang', 'sudah', 'lolos', 'studi', 'independen', 'microsoft', 'application', 'maker', 'apakah', 'tidak', 'ada', 'grup', 'untuk', 'diberikan', 'informasi']","['siang', 'admin', 'ini', 'untuk', 'yang', 'sudah', 'lolos', 'studi', 'independen', 'microsoft', 'application', 'maker', 'apakah', 'tidak', 'ada', 'kelompok', 'untuk', 'diberikan', 'informasi']","['siang', 'admin', 'lolos', 'studi', 'independen', 'microsoft', 'application', 'maker', 'kelompok', 'informasi']"
